[2026-02-10 19:52:48] [INFO    ] discord.client: logging in using static token
[2026-02-10 19:53:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 5, 'op': 0, 'd': {'webhook_id': '1468255984056012812', 'type': 20, 'tts': False, 'timestamp': '2026-02-10T14:23:09.153000+00:00', 'position': 0, 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'interaction_metadata': {'user': {'username': 'therocketeer314', 'public_flags': 0, 'primary_guild': {'tag': 'RCKT', 'identity_guild_id': '723644976638066845', 'identity_enabled': True, 'badge': '7f968d34689b032120d7a0f2a3d69b83'}, 'id': '1349232762770690080', 'global_name': 'TheRocketeer314', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'RCKT', 'identity_guild_id': '723644976638066845', 'identity_enabled': True, 'badge': '7f968d34689b032120d7a0f2a3d69b83'}, 'avatar_decoration_data': {'sku_id': '1432550258730078258', 'expires_at': None, 'asset': 'a_6d16abde318608c1359b4da8d74c6f6c'}, 'avatar': 'a0913a1be05dc6e5d6f1cb7799ee4a5d'}, 'type': 2, 'name': 'crazy_predict', 'id': '1470787175053529321', 'command_type': 1, 'authorizing_integration_owners': {'0': '1466452726647885867'}}, 'interaction': {'user': {'username': 'therocketeer314', 'public_flags': 0, 'primary_guild': {'tag': 'RCKT', 'identity_guild_id': '723644976638066845', 'identity_enabled': True, 'badge': '7f968d34689b032120d7a0f2a3d69b83'}, 'id': '1349232762770690080', 'global_name': 'TheRocketeer314', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'RCKT', 'identity_guild_id': '723644976638066845', 'identity_enabled': True, 'badge': '7f968d34689b032120d7a0f2a3d69b83'}, 'avatar_decoration_data': {'sku_id': '1432550258730078258', 'expires_at': None, 'asset': 'a_6d16abde318608c1359b4da8d74c6f6c'}, 'avatar': 'a0913a1be05dc6e5d6f1cb7799ee4a5d'}, 'type': 2, 'name': 'crazy_predict', 'id': '1470787175053529321'}, 'id': '1470787178056384707', 'flags': 64, 'embeds': [], 'edited_timestamp': None, 'content': '🔥 Prediction saved for **2025**!\n(5/5)\n> Max will leave F1', 'components': [], 'channel_type': 0, 'channel_id': '1466452728015224917', 'author': {'username': 'F1PredictBotTest2', 'public_flags': 0, 'primary_guild': None, 'id': '1468255984056012812', 'global_name': None, 'display_name_styles': None, 'discriminator': '6010', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '7c197a7da7961ce379b32cc6f118040e'}, 'attachments': [], 'application_id': '1468255984056012812'}}
[2026-02-10 19:53:10] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-10 19:53:10] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2026-02-10 19:53:10] [DEBUG   ] discord.client: Dispatching event message_edit
[2026-02-10 19:53:10] [DEBUG   ] discord.webhook.async_: Webhook ID 1468255984056012812 with POST https://discord.com/api/v10/webhooks/1468255984056012812/aW50ZXJhY3Rpb246MTQ3MDc4NzE3NTA1MzUyOTMyMTpIYW9lanVIdjNlSm9oMnA2MVk3ZFRCZkpsdnk2N0RWSVNUTkhFY29lNFJseENHYXdHTVJMYzJxb2o2T09sMElzR3ExTWJFY09YN2lpczY2UXR5QmtoOHEwbnJsUlBKUnZCSjcxOUVhcjNUd0FEMlVTRkFaV0RpRkJaWVVTQnRHZg has returned status code 200
[2026-02-10 19:53:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 6, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-02-10T14:23:10.806000+00:00', 'pinned': False, 'nonce': '11234373752846221772', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1468257364108120322'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-02-03T14:50:34.566000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1470787184989831220', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '🤯  **Crazy prediction for 2025**\nBY **TheRocketeer314**: \n> Max will leave F1', 'components': [], 'channel_type': 0, 'channel_id': '1466452728015224917', 'author': {'username': 'F1PredictBotTest2', 'public_flags': 0, 'primary_guild': None, 'id': '1468255984056012812', 'global_name': None, 'display_name_styles': None, 'discriminator': '6010', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '7c197a7da7961ce379b32cc6f118040e'}, 'attachments': [], 'guild_id': '1466452726647885867'}}
[2026-02-10 19:53:11] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-10 19:53:11] [DEBUG   ] discord.client: Dispatching event message
[2026-02-10 19:53:11] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1466452728015224917/messages with {"content":" \ud83e\udd2f  **Crazy prediction for 2025**\nBY **TheRocketeer314**: \n> Max will leave F1","components":[],"nonce":"11234373752846221772","enforce_nonce":true,"tts":false} has returned 200
[2026-02-10 19:53:11] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (62df3a8bf3cb0dd93018dd80d06039f6).
[2026-02-10 19:53:11] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1466452728015224917/messages has received {'type': 0, 'content': '🤯  **Crazy prediction for 2025**\nBY **TheRocketeer314**: \n> Max will leave F1', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-02-10T14:23:10.806000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1470787184989831220', 'channel_id': '1466452728015224917', 'author': {'id': '1468255984056012812', 'username': 'F1PredictBotTest2', 'avatar': '7c197a7da7961ce379b32cc6f118040e', 'discriminator': '6010', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '11234373752846221772'}
[2026-02-10 19:53:11] [DEBUG   ] discord.client: Dispatching event app_command_completion
[2026-02-10 19:53:31] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 6.
[2026-02-10 19:53:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-02-10 19:53:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 7, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTQ3MDc4NzI5NDE4MDE1MTQwMDo2aklpSElkdjBPSHVLUlBFN0doa0dLNUhPaUhVU3hRQWl2UlhxVTJoWmU0WkRCeG5sTXlGb0NHT0d5UXM5aXJ2NG52djVIZ3ZnYXRpV3hwblExb0tHV3VGMUVmbW8wdGNJb2ZOMlIwdGhSSUdZNnd0eHB6bUFRRkRvUTAwT1hFNA', 'member': {'user': {'username': 'therocketeer314', 'public_flags': 0, 'primary_guild': {'tag': 'RCKT', 'identity_guild_id': '723644976638066845', 'identity_enabled': True, 'badge': '7f968d34689b032120d7a0f2a3d69b83'}, 'id': '1349232762770690080', 'global_name': 'TheRocketeer314', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'RCKT', 'identity_guild_id': '723644976638066845', 'identity_enabled': True, 'badge': '7f968d34689b032120d7a0f2a3d69b83'}, 'avatar_decoration_data': {'sku_id': '1432550258730078258', 'expires_at': None, 'asset': 'a_6d16abde318608c1359b4da8d74c6f6c'}, 'avatar': 'a0913a1be05dc6e5d6f1cb7799ee4a5d'}, 'unusual_dm_activity_until': None, 'roles': ['1466738153019805842'], 'premium_since': None, 'permissions': '9007199254740991', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-01-29T15:19:35.532000+00:00', 'flags': 0, 'display_name_styles': None, 'deaf': False, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}, 'locale': 'en-US', 'id': '1470787294180151400', 'guild_locale': 'en-US', 'guild_id': '1466452726647885867', 'guild': {'locale': 'en-US', 'id': '1466452726647885867', 'features': ['PIN_PERMISSION_MIGRATION_COMPLETE', 'BYPASS_SLOWMODE_PERMISSION_MIGRATION_COMPLETE']}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'options': [{'value': 'F1 will go full electric', 'type': 3, 'name': 'prediction'}], 'name': 'crazy_predict', 'id': '1469233770434531339'}, 'context': 0, 'channel_id': '1466452728015224917', 'channel': {'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 0, 'permissions': '9007199254740991', 'parent_id': '1466452728015224915', 'nsfw': False, 'name': 'general', 'last_pin_timestamp': '2026-02-10T13:19:10.016000+00:00', 'last_message_id': '1470787184989831220', 'id': '1466452728015224917', 'icon_emoji': {'name': '👋', 'id': None}, 'guild_id': '1466452726647885867', 'flags': 0}, 'authorizing_integration_owners': {'0': '1466452726647885867'}, 'attachment_size_limit': 10485760, 'application_id': '1468255984056012812', 'app_permissions': '2248473465843265'}}
[2026-02-10 19:53:37] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-10 19:53:37] [DEBUG   ] discord.client: Dispatching event interaction
[2026-02-10 19:53:38] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 8, 'op': 0, 'd': {'webhook_id': '1468255984056012812', 'type': 20, 'tts': False, 'timestamp': '2026-02-10T14:23:37.727000+00:00', 'position': 0, 'pinned': False, 'nonce': '1470787290430177280', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'interaction_metadata': {'user': {'username': 'therocketeer314', 'public_flags': 0, 'primary_guild': {'tag': 'RCKT', 'identity_guild_id': '723644976638066845', 'identity_enabled': True, 'badge': '7f968d34689b032120d7a0f2a3d69b83'}, 'id': '1349232762770690080', 'global_name': 'TheRocketeer314', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'RCKT', 'identity_guild_id': '723644976638066845', 'identity_enabled': True, 'badge': '7f968d34689b032120d7a0f2a3d69b83'}, 'avatar_decoration_data': {'sku_id': '1432550258730078258', 'expires_at': None, 'asset': 'a_6d16abde318608c1359b4da8d74c6f6c'}, 'avatar': 'a0913a1be05dc6e5d6f1cb7799ee4a5d'}, 'type': 2, 'name': 'crazy_predict', 'id': '1470787294180151400', 'command_type': 1, 'authorizing_integration_owners': {'0': '1466452726647885867'}}, 'interaction': {'user': {'username': 'therocketeer314', 'public_flags': 0, 'primary_guild': {'tag': 'RCKT', 'identity_guild_id': '723644976638066845', 'identity_enabled': True, 'badge': '7f968d34689b032120d7a0f2a3d69b83'}, 'id': '1349232762770690080', 'global_name': 'TheRocketeer314', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'RCKT', 'identity_guild_id': '723644976638066845', 'identity_enabled': True, 'badge': '7f968d34689b032120d7a0f2a3d69b83'}, 'avatar_decoration_data': {'sku_id': '1432550258730078258', 'expires_at': None, 'asset': 'a_6d16abde318608c1359b4da8d74c6f6c'}, 'avatar': 'a0913a1be05dc6e5d6f1cb7799ee4a5d'}, 'type': 2, 'name': 'crazy_predict', 'id': '1470787294180151400'}, 'id': '1470787297904558255', 'flags': 192, 'embeds': [], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1466452728015224917', 'author': {'username': 'F1PredictBotTest2', 'public_flags': 0, 'primary_guild': None, 'id': '1468255984056012812', 'global_name': None, 'display_name_styles': None, 'discriminator': '6010', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '7c197a7da7961ce379b32cc6f118040e'}, 'attachments': [], 'application_id': '1468255984056012812'}}
[2026-02-10 19:53:38] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-10 19:53:38] [DEBUG   ] discord.client: Dispatching event message
[2026-02-10 19:53:38] [DEBUG   ] discord.webhook.async_: Webhook ID 1470787294180151400 with POST https://discord.com/api/v10/interactions/1470787294180151400/aW50ZXJhY3Rpb246MTQ3MDc4NzI5NDE4MDE1MTQwMDo2aklpSElkdjBPSHVLUlBFN0doa0dLNUhPaUhVU3hRQWl2UlhxVTJoWmU0WkRCeG5sTXlGb0NHT0d5UXM5aXJ2NG52djVIZ3ZnYXRpV3hwblExb0tHV3VGMUVmbW8wdGNJb2ZOMlIwdGhSSUdZNnd0eHB6bUFRRkRvUTAwT1hFNA/callback has returned status code 200
[2026-02-10 19:53:39] [DEBUG   ] discord.webhook.async_: Webhook ID 1468255984056012812 with POST https://discord.com/api/v10/webhooks/1468255984056012812/aW50ZXJhY3Rpb246MTQ3MDc4NzI5NDE4MDE1MTQwMDo2aklpSElkdjBPSHVLUlBFN0doa0dLNUhPaUhVU3hRQWl2UlhxVTJoWmU0WkRCeG5sTXlGb0NHT0d5UXM5aXJ2NG52djVIZ3ZnYXRpV3hwblExb0tHV3VGMUVmbW8wdGNJb2ZOMlIwdGhSSUdZNnd0eHB6bUFRRkRvUTAwT1hFNA has returned status code 200
[2026-02-10 19:53:39] [DEBUG   ] discord.client: Dispatching event app_command_completion
[2026-02-10 19:53:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 9, 'op': 0, 'd': {'webhook_id': '1468255984056012812', 'type': 20, 'tts': False, 'timestamp': '2026-02-10T14:23:37.727000+00:00', 'position': 0, 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'interaction_metadata': {'user': {'username': 'therocketeer314', 'public_flags': 0, 'primary_guild': {'tag': 'RCKT', 'identity_guild_id': '723644976638066845', 'identity_enabled': True, 'badge': '7f968d34689b032120d7a0f2a3d69b83'}, 'id': '1349232762770690080', 'global_name': 'TheRocketeer314', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'RCKT', 'identity_guild_id': '723644976638066845', 'identity_enabled': True, 'badge': '7f968d34689b032120d7a0f2a3d69b83'}, 'avatar_decoration_data': {'sku_id': '1432550258730078258', 'expires_at': None, 'asset': 'a_6d16abde318608c1359b4da8d74c6f6c'}, 'avatar': 'a0913a1be05dc6e5d6f1cb7799ee4a5d'}, 'type': 2, 'name': 'crazy_predict', 'id': '1470787294180151400', 'command_type': 1, 'authorizing_integration_owners': {'0': '1466452726647885867'}}, 'interaction': {'user': {'username': 'therocketeer314', 'public_flags': 0, 'primary_guild': {'tag': 'RCKT', 'identity_guild_id': '723644976638066845', 'identity_enabled': True, 'badge': '7f968d34689b032120d7a0f2a3d69b83'}, 'id': '1349232762770690080', 'global_name': 'TheRocketeer314', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'RCKT', 'identity_guild_id': '723644976638066845', 'identity_enabled': True, 'badge': '7f968d34689b032120d7a0f2a3d69b83'}, 'avatar_decoration_data': {'sku_id': '1432550258730078258', 'expires_at': None, 'asset': 'a_6d16abde318608c1359b4da8d74c6f6c'}, 'avatar': 'a0913a1be05dc6e5d6f1cb7799ee4a5d'}, 'type': 2, 'name': 'crazy_predict', 'id': '1470787294180151400'}, 'id': '1470787297904558255', 'flags': 64, 'embeds': [], 'edited_timestamp': None, 'content': '❌ You’ve already submitted **5** crazy predictions for **2025**.', 'components': [], 'channel_type': 0, 'channel_id': '1466452728015224917', 'author': {'username': 'F1PredictBotTest2', 'public_flags': 0, 'primary_guild': None, 'id': '1468255984056012812', 'global_name': None, 'display_name_styles': None, 'discriminator': '6010', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '7c197a7da7961ce379b32cc6f118040e'}, 'attachments': [], 'application_id': '1468255984056012812'}}
[2026-02-10 19:53:39] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-02-10 19:53:39] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2026-02-10 19:53:39] [DEBUG   ] discord.client: Dispatching event message_edit
